0,1,2,3,4,5,6,7,8,9,10
root vegetables,bottled water,whipped/sour cream,,,,,,,,
frankfurter,onions,,,,,,,,,
jam,brown bread,yogurt,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
soda,curd cheese,root vegetables,semi-finished bread,,,,,,,
processed cheese,chocolate,chocolate,yogurt,,,,,,,
root vegetables,butter,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
whole milk,newspapers,,,,,,,,,
rolls/buns,berries,,,,,,,,,
white bread,dog food,potato products,,,,,,,,
whole milk,chewing gum,yogurt,,,,,,,,
sugar,butter milk,photo/film,,,,,,,,
sausage,semi-finished bread,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
whole milk,frozen meals,,,,,,,,,
other vegetables,sliced cheese,canned vegetables,,,,,,,,
pastry,specialty bar,flour,,,,,,,,
frozen fish,coffee,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
waffles,rolls/buns,,,,,,,,,
berries,whole milk,,,,,,,,,
white bread,processed cheese,,,,,,,,,
pip fruit,root vegetables,root vegetables,beverages,,,,,,,
whole milk,whole milk,,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
hard cheese,canned beer,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
salt,cake bar,,,,,,,,,
female sanitary products,soda,,,,,,,,,
citrus fruit,whole milk,pastry,other vegetables,,,,,,,
whole milk,dessert,,,,,,,,,
tea,pip fruit,,,,,,,,,
waffles,bottled water,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
whole milk,ice cream,,,,,,,,,
canned beer,coffee,flour,,,,,,,,
fruit/vegetable juice,long life bakery product,specialty cheese,,,,,,,,
beef,newspapers,,,,,,,,,
canned beer,candy,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
canned beer,pip fruit,,,,,,,,,
root vegetables,UHT-milk,,,,,,,,,
whole milk,other vegetables,white bread,,,,,,,,
soda,butter,,,,,,,,,
cat food,pet care,oil,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
yogurt,misc. beverages,brown bread,napkins,,,,,,,
whole milk,fruit/vegetable juice,rolls/buns,,,,,,,,
UHT-milk,candles,,,,,,,,,
soda,domestic eggs,,,,,,,,,
newspapers,cream cheese ,long life bakery product,,,,,,,,
hamburger meat,tropical fruit,cat food,whole milk,artif. sweetener,packaged fruit/vegetables,,,,,
packaged fruit/vegetables,flour,,,,,,,,,
onions,curd,,,,,,,,,
berries,coffee,margarine,,,,,,,,
frankfurter,white wine,,,,,,,,,
hard cheese,yogurt,,,,,,,,,
dessert,root vegetables,,,,,,,,,
sausage,root vegetables,,,,,,,,,
root vegetables,soda,long life bakery product,,,,,,,,
fish,canned beer,,,,,,,,,
chicken,napkins,soda,,,,,,,,
seasonal products,pot plants,whole milk,dental care,,,,,,,
beef,white wine,UHT-milk,butter milk,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
soda,brown bread,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
turkey,seasonal products,,,,,,,,,
specialty bar,bottled water,dental care,,,,,,,,
shopping bags,margarine,,,,,,,,,
specialty chocolate,frozen vegetables,other vegetables,cream cheese ,,,,,,,
bottled beer,beef,domestic eggs,whipped/sour cream,shopping bags,newspapers,,,,,
specialty chocolate,butter milk,,,,,,,,,
sausage,root vegetables,soda,,,,,,,,
sausage,softener,,,,,,,,,
pork,butter,,,,,,,,,
pork,whole milk,domestic eggs,,,,,,,,
beverages,sugar,,,,,,,,,
berries,pastry,,,,,,,,,
sausage,curd,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
root vegetables,chocolate marshmallow,,,,,,,,,
finished products,newspapers,whipped/sour cream,,,,,,,,
margarine,yogurt,,,,,,,,,
rolls/buns,mayonnaise,,,,,,,,,
hamburger meat,salty snack,,,,,,,,,
shopping bags,hygiene articles,,,,,,,,,
yogurt,candy,canned beer,chocolate,,,,,,,
turkey,chewing gum,,,,,,,,,
pastry,shopping bags,,,,,,,,,
misc. beverages,artif. sweetener,newspapers,fruit/vegetable juice,,,,,,,
root vegetables,other vegetables,,,,,,,,,
soda,other vegetables,,,,,,,,,
bottled water,whole milk,rolls/buns,,,,,,,,
dishes,rolls/buns,,,,,,,,,
frankfurter,margarine,,,,,,,,,
coffee,beef,dishes,brown bread,pastry,,,,,,
pip fruit,whole milk,,,,,,,,,
whole milk,fish,other vegetables,soda,,,,,,,
whole milk,detergent,,,,,,,,,
white bread,curd cheese,,,,,,,,,
sausage,baking powder,,,,,,,,,
whole milk,rolls/buns,waffles,,,,,,,,
beef,pet care,,,,,,,,,
tropical fruit,rolls/buns,candy,,,,,,,,
other vegetables,white bread,detergent,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
napkins,fruit/vegetable juice,,,,,,,,,
bottled water,curd,,,,,,,,,
soda,whole milk,oil,,,,,,,,
citrus fruit,flower (seeds),,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
chocolate,curd cheese,,,,,,,,,
salt,napkins,,,,,,,,,
soda,bottled water,,,,,,,,,
canned beer,photo/film,,,,,,,,,
tropical fruit,butter milk,,,,,,,,,
decalcifier,whole milk,,,,,,,,,
chicken,house keeping products,,,,,,,,,
sausage,pip fruit,,,,,,,,,
liver loaf,margarine,cat food,,,,,,,,
dessert,brown bread,,,,,,,,,
specialty chocolate,sugar,domestic eggs,,,,,,,,
citrus fruit,soda,berries,coffee,sugar,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
whole milk,butter,,,,,,,,,
sausage,whipped/sour cream,misc. beverages,,,,,,,,
shopping bags,misc. beverages,,,,,,,,,
pastry,yogurt,,,,,,,,,
pickled vegetables,other vegetables,,,,,,,,,
brown bread,whole milk,,,,,,,,,
butter,frankfurter,root vegetables,butter milk,vinegar,,,,,,
soda,curd,,,,,,,,,
condensed milk,whole milk,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
whole milk,dishes,,,,,,,,,
beef,ice cream,,,,,,,,,
root vegetables,root vegetables,white wine,whipped/sour cream,abrasive cleaner,soda,,,,,
salt,ice cream,yogurt,canned beer,,,,,,,
bottled beer,curd,kitchen towels,,,,,,,,
flour,pork,butter,shopping bags,hard cheese,,,,,,
soda,other vegetables,,,,,,,,,
pastry,specialty cheese,soap,rolls/buns,,,,,,,
grapes,soda,other vegetables,,,,,,,,
meat,UHT-milk,,,,,,,,,
citrus fruit,roll products ,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
chicken,finished products,rolls/buns,butter,rolls/buns,herbs,white bread,,,,
chocolate,mustard,rolls/buns,,,,,,,,
processed cheese,white bread,,,,,,,,,
tropical fruit,tropical fruit,,,,,,,,,
whole milk,house keeping products,,,,,,,,,
yogurt,root vegetables,waffles,,,,,,,,
pip fruit,soda,,,,,,,,,
newspapers,fruit/vegetable juice,waffles,,,,,,,,
whole milk,margarine,,,,,,,,,
frankfurter,tropical fruit,mustard,,,,,,,,
other vegetables,margarine,,,,,,,,,
pip fruit,hard cheese,bottled water,,,,,,,,
sausage,butter,,,,,,,,,
berries,cake bar,,,,,,,,,
tropical fruit,grapes,whole milk,pastry,white bread,,,,,,
frankfurter,margarine,,,,,,,,,
root vegetables,frankfurter,other vegetables,mayonnaise,,,,,,,
brown bread,whole milk,,,,,,,,,
chicken,pip fruit,,,,,,,,,
sausage,hygiene articles,ice cream,,,,,,,,
whole milk,pip fruit,,,,,,,,,
liquor,sugar,,,,,,,,,
bottled beer,beverages,,,,,,,,,
other vegetables,waffles,,,,,,,,,
misc. beverages,soda,,,,,,,,,
yogurt,butter milk,,,,,,,,,
butter milk,whole milk,white bread,rolls/buns,,,,,,,
coffee,pip fruit,,,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
butter,canned fish,cream cheese ,,,,,,,,
frozen vegetables,dishes,soda,domestic eggs,,,,,,,
whole milk,sugar,whole milk,onions,processed cheese,pip fruit,whole milk,,,,
pip fruit,soda,,,,,,,,,
pip fruit,soda,popcorn,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
dessert,herbs,waffles,,,,,,,,
margarine,shopping bags,,,,,,,,,
canned beer,male cosmetics,white wine,ice cream,,,,,,,
pork,white wine,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
yogurt,hamburger meat,other vegetables,mustard,,,,,,,
mayonnaise,bottled beer,rolls/buns,specialty fat,,,,,,,
napkins,specialty chocolate,other vegetables,,,,,,,,
frankfurter,fruit/vegetable juice,hard cheese,whole milk,rolls/buns,,,,,,
beverages,other vegetables,curd,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
sausage,brown bread,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
yogurt,salt,,,,,,,,,
ham,yogurt,,,,,,,,,
other vegetables,canned fish,,,,,,,,,
bottled beer,root vegetables,hygiene articles,,,,,,,,
flour,ready soups,,,,,,,,,
white bread,domestic eggs,,,,,,,,,
sausage,pip fruit,bottled water,,,,,,,,
bottled water,processed cheese,,,,,,,,,
sausage,cream cheese ,,,,,,,,,
whole milk,pastry,,,,,,,,,
whole milk,brown bread,,,,,,,,,
bottled beer,butter,,,,,,,,,
frankfurter,grapes,,,,,,,,,
pickled vegetables,soda,,,,,,,,,
whole milk,chewing gum,,,,,,,,,
whole milk,yogurt,,,,,,,,,
canned beer,whole milk,other vegetables,,,,,,,,
grapes,frozen meals,flower (seeds),,,,,,,,
flour,sugar,,,,,,,,,
tropical fruit,soda,,,,,,,,,
curd,yogurt,,,,,,,,,
onions,waffles,,,,,,,,,
sausage,margarine,margarine,,,,,,,,
soda,long life bakery product,pastry,,,,,,,,
chocolate marshmallow,bottled water,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
chicken,vinegar,,,,,,,,,
bottled beer,sparkling wine,hamburger meat,rolls/buns,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
citrus fruit,yogurt,specialty bar,chocolate,,,,,,,
sausage,bottled water,mustard,bottled beer,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
soda,pip fruit,sugar,brown bread,,,,,,,
whole milk,hamburger meat,detergent,pickled vegetables,,,,,,,
bottled beer,specialty cheese,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
fruit/vegetable juice,onions,,,,,,,,,
shopping bags,white bread,ice cream,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
beef,whole milk,,,,,,,,,
citrus fruit,sweet spreads,,,,,,,,,
sausage,beverages,,,,,,,,,
sausage,whole milk,prosecco,honey,other vegetables,waffles,shopping bags,artif. sweetener,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
beef,whole milk,,,,,,,,,
root vegetables,margarine,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
domestic eggs,other vegetables,soda,,,,,,,,
beef,sausage,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
other vegetables,canned fish,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
citrus fruit,citrus fruit,,,,,,,,,
tropical fruit,oil,,,,,,,,,
margarine,sugar,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
frozen meals,yogurt,rolls/buns,,,,,,,,
coffee,root vegetables,,,,,,,,,
pork,rolls/buns,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
hamburger meat,cream cheese ,,,,,,,,,
soap,candy,,,,,,,,,
pet care,snack products,,,,,,,,,
ham,bottled beer,,,,,,,,,
organic sausage,processed cheese,oil,,,,,,,,
beef,meat,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
whole milk,root vegetables,curd,yogurt,,,,,,,
pastry,root vegetables,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
pork,soda,rolls/buns,brown bread,,,,,,,
pip fruit,pastry,Instant food products,,,,,,,,
frankfurter,dishes,,,,,,,,,
brown bread,packaged fruit/vegetables,,,,,,,,,
berries,packaged fruit/vegetables,tidbits,,,,,,,,
newspapers,whole milk,,,,,,,,,
canned beer,yogurt,tropical fruit,whole milk,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
butter,semi-finished bread,,,,,,,,,
frozen dessert,fruit/vegetable juice,,,,,,,,,
fruit/vegetable juice,hard cheese,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
newspapers,newspapers,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
butter,butter,,,,,,,,,
tropical fruit,soups,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
bottled water,frozen fish,,,,,,,,,
root vegetables,whipped/sour cream,rolls/buns,rolls/buns,,,,,,,
bottled water,bottled beer,canned fish,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
yogurt,curd,,,,,,,,,
pip fruit,pastry,,,,,,,,,
bottled water,hard cheese,,,,,,,,,
other vegetables,pork,rolls/buns,rolls/buns,,,,,,,
hamburger meat,pastry,flour,,,,,,,,
turkey,whipped/sour cream,,,,,,,,,
root vegetables,sugar,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
whole milk,whole milk,,,,,,,,,
other vegetables,curd,tropical fruit,brown bread,bottled beer,,,,,,
chocolate,root vegetables,,,,,,,,,
domestic eggs,margarine,,,,,,,,,
curd,cat food,,,,,,,,,
chicken,whole milk,butter,soda,,,,,,,
rolls/buns,tropical fruit,bottled beer,UHT-milk,newspapers,,,,,,
frankfurter,curd,,,,,,,,,
coffee,butter milk,,,,,,,,,
frankfurter,shopping bags,bottled water,,,,,,,,
specialty cheese,other vegetables,,,,,,,,,
whipped/sour cream,tropical fruit,specialty chocolate,flour,,,,,,,
sausage,onions,,,,,,,,,
cream cheese ,beverages,,,,,,,,,
dessert,domestic eggs,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
pastry,whole milk,,,,,,,,,
frozen fish,specialty cheese,,,,,,,,,
chicken,waffles,pip fruit,tropical fruit,pastry,bottled water,shopping bags,bottled water,,,
chicken,yogurt,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
sugar,frozen vegetables,,,,,,,,,
ham,chicken,condensed milk,other vegetables,whipped/sour cream,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
citrus fruit,domestic eggs,flour,,,,,,,,
pork,root vegetables,shopping bags,,,,,,,,
whole milk,root vegetables,,,,,,,,,
pastry,whole milk,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
whole milk,brown bread,,,,,,,,,
tropical fruit,frozen potato products,vinegar,,,,,,,,
herbs,cereals,,,,,,,,,
bottled beer,pip fruit,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
onions,soda,,,,,,,,,
canned beer,curd,coffee,flour,,,,,,,
meat,whole milk,whole milk,yogurt,,,,,,,
bottled water,grapes,,,,,,,,,
beef,chocolate,pastry,,,,,,,,
chicken,long life bakery product,,,,,,,,,
yogurt,detergent,,,,,,,,,
coffee,whole milk,,,,,,,,,
butter milk,margarine,,,,,,,,,
seasonal products,white bread,,,,,,,,,
pip fruit,onions,,,,,,,,,
domestic eggs,canned beer,bottled water,waffles,,,,,,,
pastry,pet care,,,,,,,,,
frankfurter,pip fruit,pip fruit,whole milk,candy,,,,,,
cat food,soda,yogurt,margarine,,,,,,,
chicken,tropical fruit,rolls/buns,liquor,,,,,,,
soda,frozen potato products,white wine,,,,,,,,
onions,specialty chocolate,,,,,,,,,
other vegetables,salty snack,pickled vegetables,,,,,,,,
tropical fruit,whole milk,whole milk,potato products,,,,,,,
beef,ice cream,dish cleaner,,,,,,,,
fruit/vegetable juice,canned beer,,,,,,,,,
sausage,whole milk,rolls/buns,bottled beer,,,,,,,
whole milk,curd,,,,,,,,,
fish,canned beer,chocolate,,,,,,,,
other vegetables,tropical fruit,seasonal products,butter,shopping bags,,,,,,
tropical fruit,bottled water,dessert,,,,,,,,
flour,tropical fruit,,,,,,,,,
frankfurter,pork,pastry,canned vegetables,,,,,,,
frozen vegetables,pastry,,,,,,,,,
whole milk,rolls/buns,dish cleaner,,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
root vegetables,specialty cheese,,,,,,,,,
coffee,yogurt,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
butter milk,bottled beer,zwieback,,,,,,,,
citrus fruit,light bulbs,,,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
root vegetables,root vegetables,frozen vegetables,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
bottled beer,bottled water,shopping bags,,,,,,,,
oil,brown bread,bottled beer,,,,,,,,
candy,berries,mustard,,,,,,,,
white wine,sugar,,,,,,,,,
brown bread,frozen dessert,,,,,,,,,
bottled water,whole milk,,,,,,,,,
beef,bottled beer,herbs,,,,,,,,
beef,flour,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
frozen vegetables,rolls/buns,,,,,,,,,
root vegetables,sugar,,,,,,,,,
sausage,flower (seeds),,,,,,,,,
whole milk,root vegetables,margarine,,,,,,,,
processed cheese,fruit/vegetable juice,frozen meals,cat food,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
ham,whole milk,artif. sweetener,,,,,,,,
candy,specialty cheese,,,,,,,,,
white bread,nuts/prunes,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
white wine,sauces,,,,,,,,,
hard cheese,bottled water,,,,,,,,,
onions,bottled beer,yogurt,rolls/buns,,,,,,,
flower soil/fertilizer,rolls/buns,yogurt,ice cream,whipped/sour cream,,,,,,
butter,oil,,,,,,,,,
curd,root vegetables,pip fruit,whole milk,margarine,,,,,,
whole milk,UHT-milk,,,,,,,,,
pastry,domestic eggs,,,,,,,,,
rolls/buns,hamburger meat,,,,,,,,,
turkey,sugar,,,,,,,,,
mustard,yogurt,cat food,bottled beer,,,,,,,
sausage,yogurt,,,,,,,,,
rolls/buns,beef,,,,,,,,,
other vegetables,yogurt,yogurt,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
cake bar,whipped/sour cream,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
yogurt,bottled beer,napkins,,,,,,,,
canned beer,liquor,onions,chocolate,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
whipped/sour cream,sausage,root vegetables,soda,,,,,,,
frozen fruits,dishes,,,,,,,,,
pickled vegetables,onions,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
mustard,whipped/sour cream,,,,,,,,,
whole milk,rolls/buns,instant coffee,,,,,,,,
finished products,bottled water,cling film/bags,,,,,,,,
pastry,soda,instant coffee,,,,,,,,
canned beer,semi-finished bread,,,,,,,,,
sausage,bottled beer,,,,,,,,,
meat,dessert,,,,,,,,,
detergent,fruit/vegetable juice,,,,,,,,,
salty snack,brown bread,napkins,,,,,,,,
coffee,rolls/buns,soda,,,,,,,,
whole milk,specialty fat,,,,,,,,,
zwieback,curd,,,,,,,,,
meat,bottled beer,liquor,waffles,,,,,,,
soups,margarine,,,,,,,,,
chocolate marshmallow,brown bread,,,,,,,,,
curd,nuts/prunes,root vegetables,sausage,whole milk,rolls/buns,root vegetables,bottled water,hard cheese,,
herbs,sugar,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
citrus fruit,pastry,other vegetables,pastry,,,,,,,
hamburger meat,chicken,,,,,,,,,
onions,bottled water,sliced cheese,,,,,,,,
male cosmetics,hard cheese,,,,,,,,,
detergent,ice cream,hamburger meat,soda,sugar,,,,,,
other vegetables,newspapers,,,,,,,,,
brown bread,waffles,,,,,,,,,
whole milk,frozen fish,,,,,,,,,
root vegetables,soda,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
butter,soda,,,,,,,,,
fruit/vegetable juice,specialty bar,root vegetables,sliced cheese,butter,chocolate,,,,,
coffee,sliced cheese,whipped/sour cream,butter milk,,,,,,,
sausage,berries,,,,,,,,,
butter,detergent,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
sausage,UHT-milk,female sanitary products,rolls/buns,,,,,,,
pip fruit,syrup,,,,,,,,,
candy,other vegetables,,,,,,,,,
pot plants,pastry,,,,,,,,,
beef,Instant food products,,,,,,,,,
rolls/buns,sugar,butter,,,,,,,,
berries,white wine,,,,,,,,,
sausage,yogurt,,,,,,,,,
frozen fish,ketchup,,,,,,,,,
UHT-milk,curd,,,,,,,,,
frozen meals,mustard,,,,,,,,,
brown bread,pastry,,,,,,,,,
margarine,whole milk,,,,,,,,,
pork,margarine,,,,,,,,,
margarine,bottled water,,,,,,,,,
yogurt,pastry,bottled water,,,,,,,,
yogurt,shopping bags,,,,,,,,,
citrus fruit,butter milk,,,,,,,,,
canned vegetables,fish,,,,,,,,,
whole milk,whole milk,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
sweet spreads,coffee,,,,,,,,,
pip fruit,brown bread,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
beef,other vegetables,whole milk,soda,,,,,,,
frankfurter,whole milk,whole milk,specialty bar,,,,,,,
hard cheese,meat,beverages,curd,fruit/vegetable juice,,,,,,
sausage,napkins,curd,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
sausage,cat food,,,,,,,,,
hamburger meat,pastry,brown bread,,,,,,,,
spread cheese,rolls/buns,,,,,,,,,
pip fruit,whole milk,coffee,salty snack,,,,,,,
frankfurter,sausage,,,,,,,,,
canned beer,yogurt,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
root vegetables,ham,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
pork,berries,,,,,,,,,
coffee,yogurt,oil,,,,,,,,
canned beer,beef,whole milk,coffee,,,,,,,
pork,specialty bar,soda,,,,,,,,
rolls/buns,hamburger meat,,,,,,,,,
pork,shopping bags,,,,,,,,,
sausage,pip fruit,,,,,,,,,
yogurt,other vegetables,whipped/sour cream,,,,,,,,
beverages,bottled water,yogurt,,,,,,,,
tropical fruit,pickled vegetables,,,,,,,,,
coffee,brown bread,whole milk,sweet spreads,,,,,,,
red/blush wine,salty snack,,,,,,,,,
soft cheese,pip fruit,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
pip fruit,newspapers,,,,,,,,,
other vegetables,coffee,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
tropical fruit,coffee,,,,,,,,,
sausage,shopping bags,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
rolls/buns,tidbits,margarine,,,,,,,,
rolls/buns,coffee,,,,,,,,,
yogurt,bathroom cleaner,,,,,,,,,
fish,candy,rolls/buns,,,,,,,,
pip fruit,yogurt,,,,,,,,,
canned beer,sliced cheese,long life bakery product,pasta,,,,,,,
soda,ice cream,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
soda,shopping bags,,,,,,,,,
spices,butter,,,,,,,,,
bottled beer,UHT-milk,,,,,,,,,
whole milk,chocolate marshmallow,,,,,,,,,
finished products,pip fruit,root vegetables,canned fruit,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
soda,soda,,,,,,,,,
meat,frozen potato products,,,,,,,,,
frankfurter,white wine,,,,,,,,,
citrus fruit,specialty fat,,,,,,,,,
beverages,newspapers,,,,,,,,,
chocolate,long life bakery product,,,,,,,,,
canned beer,whole milk,,,,,,,,,
fruit/vegetable juice,spices,,,,,,,,,
whole milk,white bread,,,,,,,,,
misc. beverages,napkins,,,,,,,,,
citrus fruit,spread cheese,,,,,,,,,
oil,bottled beer,,,,,,,,,
pip fruit,margarine,,,,,,,,,
other vegetables,napkins,,,,,,,,,
frozen vegetables,beef,,,,,,,,,
ready soups,pastry,,,,,,,,,
pork,brown bread,,,,,,,,,
jam,house keeping products,,,,,,,,,
whole milk,dish cleaner,frozen fish,newspapers,,,,,,,
turkey,specialty bar,,,,,,,,,
beverages,tropical fruit,ham,flour,,,,,,,
pork,onions,,,,,,,,,
other vegetables,meat,soda,whipped/sour cream,,,,,,,
frankfurter,butter,long life bakery product,,,,,,,,
chocolate,chocolate,,,,,,,,,
frozen fish,specialty chocolate,,,,,,,,,
sausage,pip fruit,dish cleaner,,,,,,,,
domestic eggs,curd,,,,,,,,,
skin care,oil,,,,,,,,,
yogurt,semi-finished bread,,,,,,,,,
pastry,whole milk,,,,,,,,,
cream cheese ,female sanitary products,,,,,,,,,
bottled water,brown bread,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
pip fruit,rolls/buns,yogurt,,,,,,,,
canned beer,yogurt,,,,,,,,,
onions,domestic eggs,waffles,,,,,,,,
dessert,margarine,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
frankfurter,butter,bottled beer,,,,,,,,
coffee,kitchen towels,,,,,,,,,
sausage,chewing gum,,,,,,,,,
pip fruit,salty snack,pastry,,,,,,,,
sausage,detergent,hygiene articles,,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
citrus fruit,canned beer,,,,,,,,,
sausage,soda,butter,,,,,,,,
whipped/sour cream,coffee,shopping bags,,,,,,,,
coffee,soda,,,,,,,,,
cream cheese ,toilet cleaner,,,,,,,,,
canned beer,salt,,,,,,,,,
specialty chocolate,bottled water,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
chicken,frozen meals,,,,,,,,,
packaged fruit/vegetables,rolls/buns,,,,,,,,,
pork,pastry,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
ice cream,grapes,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
whole milk,chicken,curd,rolls/buns,cereals,bottled water,,,,,
hamburger meat,rolls/buns,,,,,,,,,
bottled beer,frozen dessert,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
beef,butter,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
butter,margarine,,,,,,,,,
coffee,shopping bags,,,,,,,,,
bottled beer,pork,,,,,,,,,
white bread,beef,coffee,flour,,,,,,,
shopping bags,chocolate,,,,,,,,,
beverages,bottled water,,,,,,,,,
pork,dishes,,,,,,,,,
butter,whipped/sour cream,,,,,,,,,
sausage,newspapers,,,,,,,,,
red/blush wine,canned fish,,,,,,,,,
citrus fruit,margarine,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
dessert,other vegetables,,,,,,,,,
soda,soda,,,,,,,,,
citrus fruit,rum,,,,,,,,,
coffee,domestic eggs,,,,,,,,,
brown bread,detergent,,,,,,,,,
other vegetables,yogurt,other vegetables,flour,,,,,,,
other vegetables,chewing gum,,,,,,,,,
frankfurter,root vegetables,sugar,whole milk,,,,,,,
whole milk,chocolate,,,,,,,,,
tropical fruit,condensed milk,citrus fruit,whipped/sour cream,,,,,,,
grapes,grapes,,,,,,,,,
pip fruit,frozen meals,whole milk,rolls/buns,,,,,,,
sausage,yogurt,,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
specialty bar,chocolate,packaged fruit/vegetables,domestic eggs,cream cheese ,,,,,,
other vegetables,margarine,,,,,,,,,
bottled water,chocolate,,,,,,,,,
other vegetables,waffles,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
whole milk,liver loaf,,,,,,,,,
grapes,whole milk,,,,,,,,,
chicken,butter milk,,,,,,,,,
curd,dessert,,,,,,,,,
